"","เจ้าหน้าที่จากหน่วยทหารพัฒนา","breeders","0",NULL,"2016-06-24 04:36:33","2016-06-24 04:36:33"
"","อื่นๆ","breeders","1",NULL,"2016-06-24 04:36:33","2016-06-24 04:36:33"
"","มีการตาย","cattle_death","1",NULL,"2016-06-24 04:36:33","2016-06-24 04:36:33"
"","ไม่มีการตาย","cattle_death","0",NULL,"2016-06-24 04:36:33","2016-06-24 04:36:33"
"","แม่โคไม่มีน้ำนมหลังคลอด","cattle_death_causes","0","189","2016-06-24 04:36:33","2016-06-24 04:36:33"
"","ท้องร่วงหรือท้องเสีย","cattle_death_causes","0","189","2016-06-24 04:36:33","2016-06-24 04:36:33"
"","แม่โคตกเลือดหลังคลอดหรือแท้งลูก","cattle_death_causes","0","189","2016-06-24 04:36:33","2016-06-24 04:36:33"
"","ท้องอืด","cattle_death_causes","0","189","2016-06-24 04:36:33","2016-06-24 04:36:33"
"","ปอดบวม","cattle_death_causes","0","189","2016-06-24 04:36:33","2016-06-24 04:36:33"
"","พยาธิภายใน","cattle_death_causes","0","189","2016-06-24 04:36:33","2016-06-24 04:36:33"
"","อื่นๆ","cattle_death_causes","1","189","2016-06-24 04:36:33","2016-06-24 04:36:33"
"","เจ้าหน้าที่กรมปศุสัตว์","disease_cured_by","0",NULL,"2016-06-24 04:36:33","2016-06-24 04:36:33"
"","อาสาปศุสัตว์(อ.ส.ป.)","disease_cured_by","0",NULL,"2016-06-24 04:36:33","2016-06-24 04:36:33"
"","รักษาเอง","disease_cured_by","0",NULL,"2016-06-24 04:36:33","2016-06-24 04:36:33"
"","อื่นๆ","disease_cured_by","1",NULL,"2016-06-24 04:36:33","2016-06-24 04:36:33"
"","ได้ทำ","dewormed_amount","1",NULL,"2016-06-24 04:36:33","2016-06-24 04:36:33"
"","ไม่ได้ทำ","dewormed_amount","0",NULL,"2016-06-24 04:36:33","2016-06-24 04:36:33"
"","ทำ","vaccine_ever","0",NULL,"2016-06-24 04:36:33","2016-06-24 04:36:33"
"","ไม่ได้ทำ","vaccine_ever","0",NULL,"2016-06-24 04:36:33","2016-06-24 04:36:33"
"","เจ้าหน้าที่","vaccined_by","0","204","2016-06-24 04:36:33","2016-06-24 04:36:33"
"","ทำเอง","vaccined_by","0","204","2016-06-24 04:36:33","2016-06-24 04:36:33"
"","ขายเพื่อเป็นรายได้จำนวน(บาท/ปี)","cattle_dung_uses","1",NULL,"2016-06-24 04:36:33","2016-06-24 04:36:33"
"","ใช้เป็นปุ๋ยคอกสำหรับปลูกพืช","cattle_dung_uses","0",NULL,"2016-06-24 04:36:33","2016-06-24 04:36:33"
"","ทำแก๊สชีวภาพใช้ในครัวเรือน","cattle_dung_uses","0",NULL,"2016-06-24 04:36:33","2016-06-24 04:36:33"
"","มีบ่อแล้ว ใช้งานได้ดี","biogas_status","0","210","2016-06-24 04:36:33","2016-06-24 04:36:33"
"","มีบ่อแล้ว แต่ใข้งานไม่ได้","biogas_status","0","210","2016-06-24 04:36:33","2016-06-24 04:36:33"
"","ใช้เงินทุนของตัวเอง","budget_sources","1",NULL,"2016-06-24 04:36:33","2016-06-24 04:36:33"
"","เงินกู้","budget_sources","0",NULL,"2016-06-24 04:36:33","2016-06-24 04:36:33"
"","ใช้ทั้งทุนของตัวเองและเงินกู้","budget_sources","0",NULL,"2016-06-24 04:36:33","2016-06-24 04:36:33"
"","เงินทุนกู้จาก ธ.ก.ส.","loan_types","214",NULL,"2016-06-24 04:36:33","2016-06-24 04:36:33"
"","เงินกู้จากธนาคารพาณิชย์(ระบุธนาคาร)","loan_types","214",NULL,"2016-06-24 04:36:33","2016-06-24 04:36:33"
"","เงินทุนกู้จากกองทุนหมู่บ้าน(บาท)","loan_types","214",NULL,"2016-06-24 04:36:33","2016-06-24 04:36:33"
"","เงินทุนกู้ยืมนอกระบบ","loan_types","214",NULL,"2016-06-24 04:36:33","2016-06-24 04:36:33"
"","พ่อค้าคนกลาง","seller_types","0",NULL,"2016-06-24 04:36:33","2016-06-24 04:36:33"
"","สหกรณ์","seller_types","0",NULL,"2016-06-24 04:36:33","2016-06-24 04:36:33"
"","ชำแหละจำหน่ายเอง","seller_types","0",NULL,"2016-06-24 04:36:33","2016-06-24 04:36:33"
"","อื่นๆ","seller_types","1",NULL,"2016-06-24 04:36:33","2016-06-24 04:36:33"
"","ประมาณด้วยสายตา","cattle_sale_methods","0",NULL,"2016-06-24 04:36:33","2016-06-24 04:36:33"
"","ขายตามราคาน้ำหนักมีชีวิต","cattle_sale_methods","0",NULL,"2016-06-24 04:36:33","2016-06-24 04:36:33"
"","ขายตามราคาน้ำหนักซากและเกรดซาก","cattle_sale_methods","0",NULL,"2016-06-24 04:36:33","2016-06-24 04:36:33"
"","กลุ่มวิสาหกิจชุมชน","group_joins","1",NULL,"2016-06-24 04:36:33","2016-06-24 04:36:33"
"","สหกรณ์โคเนื้อ","group_joins","1",NULL,"2016-06-24 04:36:33","2016-06-24 04:36:33"
"","ต้องการ","group_join_future","0",NULL,"2016-06-24 04:36:33","2016-06-24 04:36:33"
"","ไม่ต้องการ","group_join_future","0",NULL,"2016-06-24 04:36:33","2016-06-24 04:36:33"
"","ความรู้ด้านการจัดการ","cooperative_help_types","0",NULL,"2016-06-24 04:36:33","2016-06-24 04:36:33"
"","การรักษาโรค","cooperative_help_types","0",NULL,"2016-06-24 04:36:33","2016-06-24 04:36:33"
"","อาหาร","cooperative_help_types","0",NULL,"2016-06-24 04:36:33","2016-06-24 04:36:33"
"","พันธุ์","cooperative_help_types","0",NULL,"2016-06-24 04:36:33","2016-06-24 04:36:33"
"","การผสมเทียม","cooperative_help_types","0",NULL,"2016-06-24 04:36:33","2016-06-24 04:36:33"
"","การเหนี่ยวนำการเป็นสัด","cooperative_help_types","0",NULL,"2016-06-24 04:36:33","2016-06-24 04:36:33"
"","ไม่ต้องการ","cooperative_help_types","0",NULL,"2016-06-24 04:36:33","2016-06-24 04:36:33"
"","อื่นๆ","cooperative_help_types","1",NULL,"2016-06-24 04:36:33","2016-06-24 04:36:33"
"","ต้องการ","feed_purchase_cooperative","0",NULL,"2016-06-24 04:36:33","2016-06-24 04:36:33"
"","ไม่ต้องการ","feed_purchase_cooperative","0",NULL,"2016-06-24 04:36:33","2016-06-24 04:36:33"
"","พ่อพันธ์","cattle_sales","1",NULL,"2016-06-24 04:36:33","2016-06-24 04:36:33"
