""""",""ฟางข้าวหรือเปลือกข้าวโพดหมักหรือปรุงแต่งเก็บไว้"",""feed_summer_source"",""0"",NULL,""2016-06-24 04:36:33"",""2016-06-24 04:36:33"""
""""",""ใช้การผสมเทียม"",""farm_breeding_type"",""0"",NULL,""2016-06-24 04:36:33"",""2016-06-24 04:36:33"""
""""",""ใช้พ่อพันธุ์คุมฝูง"",""farm_breeding_type"",""0"",NULL,""2016-06-24 04:36:33"",""2016-06-24 04:36:33"""
""""",""ใช้ทั้งการผสมเทียมและพ่อพันธุ์คุมฝูง"",""farm_breeding_type"",""0"",NULL,""2016-06-24 04:36:33"",""2016-06-24 04:36:33"""
""""",""กรมปศุสัตว์"",""inseminate_source"",""0"",""108"",""2016-06-24 04:36:33"",""2016-06-24 04:36:33"""
""""",""เอกชน"",""inseminate_source"",""0"",""108"",""2016-06-24 04:36:33"",""2016-06-24 04:36:33"""
""""",""สถานศึกษา"",""inseminate_source"",""1"",""108"",""2016-06-24 04:36:33"",""2016-06-24 04:36:33"""
""""",""หน่วยทหารพัฒนา"",""inseminate_source"",""0"",""108"",""2016-06-24 04:36:33"",""2016-06-24 04:36:33"""
""""",""อื่นๆ"",""inseminate_source"",""1"",""108"",""2016-06-24 04:36:33"",""2016-06-24 04:36:33"""
""""",""เจ้าหน้าที่ของกรมปศุสัตว์"",""breeder"",""0"",""108"",""2016-06-24 04:36:33"",""2016-06-24 04:36:33"""
""""",""ผสมด้วยตนเอง"",""breeder"",""0"",""108"",""2016-06-24 04:36:33"",""2016-06-24 04:36:33"""
""""",""สถานศึกษา"",""breeder"",""1"",""108"",""2016-06-24 04:36:33"",""2016-06-24 04:36:33"""
""""",""เจ้าหน้าที่จากหน่วยทหารพัฒนา"",""breeder"",""0"",""108"",""2016-06-24 04:36:33"",""2016-06-24 04:36:33"""
""""",""อื่นๆ"",""breeder"",""1"",""108"",""2016-06-24 04:36:33"",""2016-06-24 04:36:33"""
""""",""ทำ"",""vaccine_ever"",""0"",NULL,""2016-06-24 04:36:33"",""2016-06-24 04:36:33"""
""""",""ไม่ได้ทำ"",""vaccine_ever"",""0"",NULL,""2016-06-24 04:36:33"",""2016-06-24 04:36:33"""
""""",""มีการตาย"",""cattle_death"",""1"",NULL,""2016-06-24 04:36:33"",""2016-06-24 04:36:33"""
""""",""ไม่มีการตาย"",""cattle_death"",""0"",NULL,""2016-06-24 04:36:33"",""2016-06-24 04:36:33"""
""""",""แม่โคไม่มีน้ำนมหลังคลอด"",""cattle_death_cause"",""0"",""123"",""2016-06-24 04:36:33"",""2016-06-24 04:36:33"""
""""",""ท้องร่วงหรือท้องเสีย"",""cattle_death_cause"",""0"",""121"",""2016-06-24 04:36:33"",""2016-06-24 04:36:33"""
""""",""แม่โคตกเลือดหลังคลอดหรือแท้งลูก"",""cattle_death_cause"",""0"",""121"",""2016-06-24 04:36:33"",""2016-06-24 04:36:33"""
""""",""ท้องอืด"",""cattle_death_cause"",""0"",""121"",""2016-06-24 04:36:33"",""2016-06-24 04:36:33"""
""""",""ปอดบวม"",""cattle_death_cause"",""0"",""121"",""2016-06-24 04:36:33"",""2016-06-24 04:36:33"""
""""",""พยาธิภายใน"",""cattle_death_cause"",""0"",""121"",""2016-06-24 04:36:33"",""2016-06-24 04:36:33"""
""""",""อื่นๆ"",""cattle_death_cause"",""1"",""121"",""2016-06-24 04:36:33"",""2016-06-24 04:36:33"""
""""",""ได้ทำ"",""dewormed_amount"",""1"",NULL,""2016-06-24 04:36:33"",""2016-06-24 04:36:33"""
""""",""ไม่ได้ทำ"",""dewormed_amount"",""0"",NULL,""2016-06-24 04:36:33"",""2016-06-24 04:36:33"""
""""",""เจ้าหน้าที่กรมปศุสัตว์"",""disease_cured_by"",""0"",NULL,""2016-06-24 04:36:33"",""2016-06-24 04:36:33"""
""""",""อาสาปศุสัตว์(อ.ส.ป.)"",""disease_cured_by"",""0"",NULL,""2016-06-24 04:36:33"",""2016-06-24 04:36:33"""
""""",""รักษาเอง"",""disease_cured_by"",""0"",NULL,""2016-06-24 04:36:33"",""2016-06-24 04:36:33"""
""""",""อื่นๆ"",""disease_cured_by"",""1"",NULL,""2016-06-24 04:36:33"",""2016-06-24 04:36:33"""
""""",""เจ้าหน้าที่"",""vaccined_by"",""0"",NULL,""2016-06-24 04:36:33"",""2016-06-24 04:36:33"""
""""",""ทำเอง"",""vaccined_by"",""0"",NULL,""2016-06-24 04:36:33"",""2016-06-24 04:36:33"""
""""",""ขายเพื่อเป็นรายได้จำนวน(บาท/ปี)"",""cattle_dung_used_for"",""1"",NULL,""2016-06-24 04:36:33"",""2016-06-24 04:36:33"""
""""",""ใช้เป็นปุ๋ยคอกสำหรับปลูกพืช"",""cattle_dung_used_for"",""0"",NULL,""2016-06-24 04:36:33"",""2016-06-24 04:36:33"""
""""",""ทำแก๊สชีวภาพใช้ในครัวเรือน"",""cattle_dung_used_for"",""0"",NULL,""2016-06-24 04:36:33"",""2016-06-24 04:36:33"""
""""",""มีบ่อแล้ว ใช้งานได้ดี"",""biogas_status"",""0"",""140"",""2016-06-24 04:36:33"",""2016-06-24 04:36:33"""
""""",""มีบ่อแล้ว แต่ใข้งานไม่ได้"",""biogas_status"",""0"",""140"",""2016-06-24 04:36:33"",""2016-06-24 04:36:33"""
""""",""ใช้เงินทุนของตัวเอง"",""budget_source"",""1"",NULL,""2016-06-24 04:36:33"",""2016-06-24 04:36:33"""
""""",""เงินกู้"",""budget_source"",""0"",NULL,""2016-06-24 04:36:33"",""2016-06-24 04:36:33"""
""""",""ใช้ทั้งทุนของตัวเองและเงินกู้"",""budget_source"",""0"",NULL,""2016-06-24 04:36:33"",""2016-06-24 04:36:33"""
""""",""ประมาณด้วยสายตา"",""cattle_sale_method"",""0"",NULL,""2016-06-24 04:36:33"",""2016-06-24 04:36:33"""
""""",""ขายตามราคาน้ำหนักมีชีวิต"",""cattle_sale_method"",""0"",NULL,""2016-06-24 04:36:33"",""2016-06-24 04:36:33"""
""""",""ขายตามราคาน้ำหนักซากและเกรดซาก"",""cattle_sale_method"",""0"",NULL,""2016-06-24 04:36:33"",""2016-06-24 04:36:33"""
""""",""ต้องการ"",""group_join_future"",""0"",NULL,""2016-06-24 04:36:33"",""2016-06-24 04:36:33"""
""""",""ไม่ต้องการ"",""group_join_future"",""0"",NULL,""2016-06-24 04:36:33"",""2016-06-24 04:36:33"""
""""",""ต้องการ"",""feed_purchase_cooperative"",""0"",NULL,""2016-06-24 04:36:33"",""2016-06-24 04:36:33"""
""""",""ไม่ต้องการ"",""feed_purchase_cooperative"",""0"",NULL,""2016-06-24 04:36:33"",""2016-06-24 04:36:33"""
""""",""มากที่สุด"",""sale_satisfaction"",""0"",NULL,""2016-06-24 04:36:33"",""2016-06-24 04:36:33"""
""""",""มาก"",""sale_satisfaction"",""0"",NULL,""2016-06-24 04:36:33"",""2016-06-24 04:36:33"""
""""",""ปานกลาง"",""sale_satisfaction"",""0"",NULL,""2016-06-24 04:36:33"",""2016-06-24 04:36:33"""
""""",""น้อย"",""sale_satisfaction"",""0"",NULL,""2016-06-24 04:36:33"",""2016-06-24 04:36:33"""
""""",""น้อยที่สุด"",""sale_satisfaction"",""0"",NULL,""2016-06-24 04:36:33"",""2016-06-24 04:36:33"""
""""",""พ่อค้าคนกลาง"",""seller_type"",""0"",NULL,""2016-06-24 04:36:33"",""2016-06-24 04:36:33"""
""""",""สหกรณ์"",""seller_type"",""0"",NULL,""2016-06-24 04:36:33"",""2016-06-24 04:36:33"""
""""",""ชำแหละจำหน่ายเอง"",""seller_type"",""0"",NULL,""2016-06-24 04:36:33"",""2016-06-24 04:36:33"""
""""",""อื่นๆ"",""seller_type"",""1"",NULL,""2016-06-24 04:36:33"",""2016-06-24 04:36:33"""
""""",""ความรู้ด้านการจัดการ"",""cooperative_help_type"",""0"",NULL,""2016-06-24 04:36:33"",""2016-06-24 04:36:33"""
""""",""การรักษาโรค"",""cooperative_help_type"",""0"",NULL,""2016-06-24 04:36:33"",""2016-06-24 04:36:33"""
""""",""อาหาร"",""cooperative_help_type"",""0"",NULL,""2016-06-24 04:36:33"",""2016-06-24 04:36:33"""
""""",""พันธุ์"",""cooperative_help_type"",""0"",NULL,""2016-06-24 04:36:33"",""2016-06-24 04:36:33"""
""""",""การผสมเทียม"",""cooperative_help_type"",""0"",NULL,""2016-06-24 04:36:33"",""2016-06-24 04:36:33"""
""""",""การเหนี่ยวนำการเป็นสัด"",""cooperative_help_type"",""0"",NULL,""2016-06-24 04:36:33"",""2016-06-24 04:36:33"""
""""",""ไม่ต้องการ"",""cooperative_help_type"",""0"",NULL,""2016-06-24 04:36:33"",""2016-06-24 04:36:33"""
""""",""อื่นๆ"",""cooperative_help_type"",""1"",NULL,""2016-06-24 04:36:33"",""2016-06-24 04:36:33"""
""""",""เคย"",""production_support"",""0"",NULL,""2016-06-24 04:36:33"",""2016-06-24 04:36:33"""
""""",""ไม่เคย"",""production_support"",""0"",NULL,""2016-06-24 04:36:33"",""2016-06-24 04:36:33"""
""""",""เคย"",""cattle_heath_support"",""0"",NULL,""2016-06-24 04:36:33"",""2016-06-24 04:36:33"""
""""",""ไม่เคย"",""cattle_heath_support"",""0"",NULL,""2016-06-24 04:36:33"",""2016-06-24 04:36:33"""
""""",""เคย"",""training_support"",""0"",NULL,""2016-06-24 04:36:33"",""2016-06-24 04:36:33"""
""""",""ไม่เคย"",""training_support"",""0"",NULL,""2016-06-24 04:36:33"",""2016-06-24 04:36:33"""
""""",""เคย"",""observe_support"",""0"",NULL,""2016-06-24 04:36:33"",""2016-06-24 04:36:33"""
""""",""ไม่เคย"",""observe_support"",""0"",NULL,""2016-06-24 04:36:33"",""2016-06-24 04:36:33"""
""""",""เคย"",""female_breeder_support"",""0"",NULL,""2016-06-24 04:36:33"",""2016-06-24 04:36:33"""
""""",""ไม่เคย"",""female_breeder_support"",""0"",NULL,""2016-06-24 04:36:33"",""2016-06-24 04:36:33"""
""""",""กรมปศุสัตว์"",""support_type"",""0"",NULL,""2016-06-24 04:36:33"",""2016-06-24 04:36:33"""
""""",""องค์กรปกครองส่วนท้องถิ่น(อบต. อบจ. เทศบาล)"",""support_type"",""0"",NULL,""2016-06-24 04:36:33"",""2016-06-24 04:36:33"""
""""",""เอกชน"",""support_type"",""0"",NULL,""2016-06-24 04:36:33"",""2016-06-24 04:36:33"""
""""",""สำนักงานการปฏิรูปที่ดินเพื่อการเกษตร(ส.ป.ก.)"",""support_type"",""0"",NULL,""2016-06-24 04:36:33"",""2016-06-24 04:36:33"""
""""",""อื่นๆ(กลุ่มผู้เลี้ยงโคในหมู่บ้าน)"",""support_type"",""0"",NULL,""2016-06-24 04:36:33"",""2016-06-24 04:36:33"""
""""",""ไม่เคยได้รับบริการจากหน่วยงานใดๆ"",""support_type"",""0"",NULL,""2016-06-24 04:36:33"",""2016-06-24 04:36:33"""
""""",""เคย"",""support_visit"",""0"",NULL,""2016-06-24 04:36:33"",""2016-06-24 04:36:33"""
""""",""ไม่เคย"",""support_visit"",""0"",NULL,""2016-06-24 04:36:33"",""2016-06-24 04:36:33"""
